City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Tolmezzo,26,IT,1624628564,56,46.4075,13.0175,80.82,6.55
Puerto del Rosario,20,ES,1624628564,60,28.5004,-13.8627,73.15,9.22
Havre-St-Pierre,1,CA,1624628565,63,50.2334,-63.5986,68.59,9.22
Yarmouth,90,US,1624628565,97,41.7057,-70.2286,72.01,7.0
Rantepao,74,ID,1624628565,98,-2.9701,119.8978,66.29,2.55
Nuuk,40,GL,1624628566,76,64.1835,-51.7216,47.01,6.91
Lucapa,6,AO,1624628566,21,-8.4192,20.7447,89.71,4.18
Shōbara,51,JP,1624628566,95,34.85,133.0167,70.65,1.52
Qasigiannguit,99,GL,1624628566,73,68.8193,-51.1922,41.25,2.73
Bariloche,75,AR,1624628567,93,-41.1456,-71.3082,33.55,10.36
Boyolangu,99,ID,1624628567,93,-8.1181,111.8935,75.58,1.23
Knyaze-Volkonskoye,100,RU,1624628567,83,48.4642,135.4567,77.34,6.98
Cayenne,40,GF,1624628567,77,4.9333,-52.3333,87.84,4.0
Port Hardy,40,CA,1624628568,94,50.6996,-127.4199,55.58,2.3
Banepā,75,NP,1624628568,94,27.6298,85.5214,71.92,0.0
Bud,100,US,1624628568,89,39.447,-86.1758,75.29,14.74
Tual,28,ID,1624628569,81,-5.6667,132.75,80.74,15.35
Santiago de Cao,90,PE,1624628569,88,-7.9589,-79.2392,64.53,5.75
Kahului,1,US,1624628308,80,20.8947,-156.47,76.84,5.75
Lavrentiya,100,RU,1624628569,71,65.5833,-171.0,44.22,8.97
Palanas,98,PH,1624628570,77,12.1458,123.9216,81.84,0.87
Kerema,100,PG,1624628570,91,-7.9631,145.7785,77.23,9.48
Turukhansk,100,RU,1624628570,48,65.8167,87.9833,54.39,20.45
Auki,99,SB,1624628570,93,-8.7676,160.7034,74.48,7.02
Kamenskiy,40,RU,1624628571,45,50.8855,45.488,87.78,7.47
Montluçon,12,FR,1624628571,45,46.3333,2.6,73.02,2.8
Port Macquarie,51,AU,1624628571,65,-31.4333,152.9167,58.89,7.67
Harper,100,LR,1624628571,92,4.375,-7.7169,75.67,7.23
Paris,75,FR,1624628314,76,48.8534,2.3488,73.98,1.99
Houston,1,US,1624628353,84,29.7633,-95.3633,87.12,3.0
Moose Factory,75,CA,1624628572,94,51.2585,-80.6094,62.6,11.5
Mount Gambier,90,AU,1624628572,100,-37.8333,140.7667,48.11,6.91
Kroya,97,ID,1624628572,89,-7.6331,109.2461,79.2,7.25
Moroleón,54,MX,1624628573,84,20.1333,-101.2,55.69,1.95
Raja,50,SS,1624628573,43,8.4596,25.678,90.86,2.1
Meadow Lake,0,US,1624628573,36,34.8014,-106.5436,74.41,6.42
Morón,99,AR,1624628574,67,-34.6534,-58.6198,59.85,3.0
Grand-Santi,11,GF,1624628574,57,4.25,-54.3833,85.48,4.85
Hūn,0,LY,1624628574,8,29.1268,15.9477,106.66,12.53
Nizwá,95,OM,1624628574,17,22.9333,57.5333,100.98,6.51
Vieste,100,IT,1624628575,74,41.8825,16.175,93.7,5.5
Mehamn,96,NO,1624628575,76,71.0357,27.8492,51.98,17.9
Oksbøl,94,DK,1624628575,72,55.6268,8.2876,68.29,9.93
Albertville,1,US,1624628576,65,34.2676,-86.2089,76.42,1.99
Province of Mantua,1,IT,1624628576,44,45.1667,10.7833,88.72,3.0
Zabul Province,0,AF,1624628576,6,32.25,67.25,82.85,17.25
Kem',18,RU,1624628577,71,64.9555,34.5793,61.25,10.16
Port Lincoln,95,AU,1624628577,71,-34.7333,135.8667,52.38,10.87
La Palma,1,US,1624628577,89,33.8464,-118.0467,68.95,1.99
Uvat,39,RU,1624628577,46,59.1433,68.8953,67.03,6.15
Nanortalik,53,GL,1624628578,82,60.1432,-45.2371,43.65,10.27
Tutóia,2,BR,1624628578,60,-2.7619,-42.2744,85.21,5.01
São Félix do Xingu,29,BR,1624628578,49,-6.6447,-51.995,85.91,3.83
Rocha,42,UY,1624628579,63,-34.4833,-54.3333,56.73,10.49
Sinnamary,4,GF,1624628579,66,5.3833,-52.95,84.02,10.07
Mozhga,7,RU,1624628579,51,56.4447,52.2276,87.96,8.14
Hay River,40,CA,1624628579,63,60.8156,-115.7999,66.18,6.91
Avera,64,US,1624628580,47,33.194,-82.5271,76.95,10.18
Uthal,3,PK,1624628580,69,25.8072,66.6219,85.87,16.6
São João da Barra,2,BR,1624628580,67,-21.6403,-41.0511,73.49,15.14
Marsá Maţrūḩ,0,EG,1624628580,58,31.3525,27.2453,86.2,18.41
Kawambwa,12,ZM,1624628581,23,-9.7915,29.0791,80.49,3.69
Redcliffe,75,AU,1624628581,91,-27.2307,153.0973,66.0,6.91
Bondo,98,CD,1624628581,55,3.8146,23.6866,83.43,2.21
Moroto,100,UG,1624628582,35,2.5345,34.6666,80.35,6.2
Powell River,41,CA,1624628582,80,49.8496,-124.5361,66.2,7.07
Vestmannaeyjar,75,IS,1624628582,87,63.4427,-20.2734,50.99,17.27
Bam,0,IR,1624628583,7,29.106,58.357,93.61,20.2
Bubaque,100,GW,1624628583,82,11.2833,-15.8333,79.48,18.88
Hamilton,20,US,1624628583,81,39.1834,-84.5333,75.9,1.99
Departamento de Maldonado,54,UY,1624628531,66,-34.6667,-54.9167,53.22,11.79
Sumenep,21,ID,1624628583,80,-7.0167,113.8667,80.46,8.79
Ankola,100,IN,1624628584,80,14.6667,74.3,79.88,7.4
Banda Aceh,97,ID,1624628584,80,5.5577,95.3222,80.78,11.88
Ginda,50,IN,1624628584,55,30.6945,78.4932,70.72,2.13
Xapuri,31,BR,1624628585,45,-10.6517,-68.5044,77.65,1.88
Conceição do Araguaia,0,BR,1624628585,62,-8.2578,-49.2647,86.13,4.61
Sohbatpur,0,PK,1624628585,12,28.5202,68.5434,111.24,10.33
Rundu,0,NA,1624628585,17,-17.9333,19.7667,81.84,3.22
Kattivākkam,99,IN,1624628586,78,13.2167,80.3167,95.09,12.77
Esperance,0,AU,1624628586,66,-33.8667,121.9,49.84,9.4
Baní,100,DO,1624628586,57,18.2833,-70.3333,82.85,11.83
Zelenogorskiy,100,RU,1624628587,97,55.0333,87.0,54.12,5.99
Florianópolis,0,BR,1624628587,73,-27.6146,-48.5012,68.4,4.61
Koumac,2,NC,1624628587,73,-20.5667,164.2833,69.22,5.44
Wakkanai,75,JP,1624628587,89,45.4094,141.6739,60.12,24.43
Conceição da Barra,5,BR,1624628588,48,-18.5933,-39.7322,79.05,3.36
Akureyri,40,IS,1624628588,48,65.6835,-18.0878,60.73,28.77
Vostok,9,RU,1624628588,84,46.4856,135.8833,59.29,6.02
Miandrivazo,0,MG,1624628588,30,-19.5167,45.4667,80.06,4.05
Ternate,6,ID,1624628589,77,0.8,127.4,80.96,2.26
Worland,90,US,1624628589,78,44.0169,-107.9554,63.61,1.99
Dukat,83,RU,1624628589,68,62.55,155.55,52.9,4.81
La Romana,40,DO,1624628357,83,18.4273,-68.9728,83.93,6.91
Otane,100,NZ,1624628590,68,-39.8833,176.6333,57.38,9.53
Hambantota,20,LK,1624628590,70,6.1241,81.1185,86.34,13.8
Porto-Novo,94,BJ,1624628590,69,6.4965,2.6036,87.62,7.38
Colares,0,PT,1624628590,46,38.7992,-9.4469,89.33,10.36
Geraldton,12,AU,1624628591,87,-28.7667,114.6,46.81,3.44
Honiara,100,SB,1624628591,89,-9.4333,159.95,74.88,5.17
Steinbach am Taunus,40,DE,1624628592,60,50.1667,8.5667,73.08,8.05
Korsakov,95,RU,1624628592,94,46.6328,142.7813,60.64,9.98
Havøysund,22,NO,1624628592,81,70.9963,24.6622,52.03,26.17
Khuzhir,54,RU,1624628592,93,53.1939,107.3397,49.84,3.56
Socotá,100,CO,1624628593,70,6.0403,-72.6351,58.5,4.41
Middleton,100,GB,1624628593,85,53.55,-2.2,58.15,11.99
Araguaçu,0,BR,1624628593,28,-12.9306,-49.8264,90.32,6.29
Olafsvik,100,IS,1624628594,95,64.8945,-23.7142,49.44,29.28
Yenagoa,94,NG,1624628594,71,4.9247,6.2642,84.9,5.06
Rio Grande,10,BR,1624628594,62,-32.035,-52.0986,59.11,10.56
Padang,98,ID,1624628594,87,-0.9492,100.3543,79.27,3.06
Kigonsera,49,TZ,1624628595,48,-10.8,35.05,66.97,5.48
Tarrafal,29,CV,1624628595,78,15.2833,-23.7667,83.19,15.21
Qianjiang,86,CN,1624628595,76,30.4151,112.8859,79.38,7.49
Itaituba,20,BR,1624628596,66,-4.2761,-55.9836,87.96,2.84
Souillac,20,MU,1624628596,53,-20.5167,57.5167,75.58,9.22
Lata,90,PT,1624628596,22,40.1629,-8.3327,93.34,8.05
Camaná,100,PE,1624628597,78,-16.6228,-72.7111,62.1,7.27
Palu,91,ID,1624628597,96,-0.8917,119.8707,75.36,1.7
Eganville,100,CA,1624628597,67,45.5334,-77.0994,65.52,9.01
Neiafu,20,TO,1624628597,68,-18.65,-173.9833,74.08,10.36
Fershampenuaz,74,RU,1624628598,61,53.5202,59.8117,77.92,9.44
Mt. Pleasant,40,US,1624628598,78,32.7941,-79.8626,81.0,3.0
Adjumani,94,UG,1624628598,57,3.3779,31.7909,80.91,1.45
Wałcz,100,PL,1624628599,66,53.2779,16.4712,72.1,5.99
Prainha,14,BR,1624628599,62,-1.8,-53.48,83.89,5.1
Buarcos,100,PT,1624628599,53,40.166,-8.8768,95.09,9.01
Port Moresby,75,PG,1624628600,88,-9.4431,147.1797,76.42,11.5
Westport,90,US,1624628600,90,41.1415,-73.3579,68.09,1.99
Ocho Rios,32,JM,1624628600,68,18.4025,-77.1048,83.75,9.4
Yarim,100,YE,1624628600,17,14.298,44.3779,74.01,14.9
Keflavik,90,IS,1624628601,93,64.0049,-22.5624,51.53,29.93
Coyhaique,100,CL,1624628601,86,-45.5752,-72.0662,37.2,11.81
Khuzdar,0,PK,1624628601,4,27.7384,66.6434,93.27,20.13
Vao,58,NC,1624628602,75,-22.6667,167.4833,71.02,17.63
Vryburg,0,ZA,1624628602,22,-26.9566,24.7284,71.01,19.04
Bathsheba,20,BB,1624628602,61,13.2167,-59.5167,84.81,18.41
Iowa City,90,US,1624628602,91,41.6611,-91.5302,73.65,6.91
Carutapera,2,BR,1624628603,62,-1.195,-46.02,85.21,7.27
Galle,87,LK,1624628371,84,6.0367,80.217,80.76,11.88
Luboń,20,PL,1624628603,62,52.3471,16.8927,73.29,1.99
Ust-Kuyga,59,RU,1624628603,49,70.0167,135.6,66.72,5.82
Mossamedes,6,AO,1624628604,60,-15.1961,12.1522,76.15,9.57
Benguela,47,AO,1624628604,67,-12.5763,13.4055,78.6,8.34
Cervo,1,ES,1624628604,75,43.6702,-7.4101,65.21,10.63
Kumul,100,CN,1624628604,17,42.8,93.45,87.64,22.5
Bethanien,20,NA,1624628605,13,-26.502,17.1583,71.42,18.23
Tarko-Sale,11,RU,1624628605,38,64.9225,77.785,61.79,16.44
Tazovsky,99,RU,1624628605,52,67.4667,78.7,48.54,15.14
Ponta Delgada,75,PT,1624628606,94,37.7333,-25.6667,70.52,9.22
Arrondissement de Lannion,100,FR,1624628606,95,48.75,-3.4167,61.68,13.51
Kodinsk,100,RU,1624628606,58,58.6881,99.1844,66.29,0.85
Winchester,40,GB,1624628606,58,51.0651,-1.3187,70.27,3.0
Qaqortoq,64,GL,1624628607,77,60.7167,-46.0333,48.7,4.68
Sawara,75,JP,1624628607,90,35.8833,140.5,77.92,4.61
Salalah,75,OM,1624628607,78,17.0151,54.0924,82.49,11.5
Haines Junction,99,CA,1624628607,76,60.7522,-137.5108,49.95,2.3
Half Moon Bay,90,US,1624628608,88,37.4636,-122.4286,61.05,5.75
Aklavik,75,CA,1624628608,82,68.2191,-135.0107,70.63,4.61
Liverpool,75,GB,1624628467,84,53.4106,-2.9779,58.78,3.0
Sarakhs,40,IR,1624628608,15,36.5449,61.1577,102.34,16.11
Fairbanks,20,US,1624628493,72,64.8378,-147.7164,59.09,1.01
Burnie,20,AU,1624628609,88,-41.0667,145.9167,47.91,6.69
Luanda,75,AO,1624628345,73,-8.8368,13.2343,78.8,9.22
Tabora,15,TZ,1624628609,26,-5.0167,32.8,83.77,2.84
Charters Towers,77,AU,1624628609,77,-20.1,146.2667,65.53,3.8
Torrington,100,US,1624628610,94,41.8007,-73.1212,65.25,1.01
Livingston,90,GB,1624628610,64,55.9029,-3.5226,60.13,8.05
Antofagasta,37,CL,1624628510,67,-23.65,-70.4,61.79,5.41
Beyneu,57,KZ,1624628610,15,45.3167,55.2,100.35,14.32
Sibi,0,PK,1624628321,12,29.5448,67.8764,109.29,11.1
Sheltozero,57,RU,1624628611,70,61.3667,35.3667,70.86,7.63
Płock,100,PL,1624628611,78,52.5468,19.7064,71.56,6.76
Rafai,31,CF,1624628611,36,4.95,23.9167,91.6,3.94
Kondagaon,92,IN,1624628612,84,19.6,81.6667,76.08,5.73
